epoch,lr-SGD,step,train_error_epoch,train_error_step,valid_error_epoch,valid_error_step
,0.001,0,,,,
0,,0,,1661.999755859375,,
0,,1,,506.05047607421875,,
0,,2,,2897.84130859375,,
0,,3,,1575.4093017578125,,
0,,4,,425.06243896484375,,
0,,5,,1659.192138671875,,
0,,6,,1676.7525634765625,,
0,,7,,1653.2010498046875,,
0,,8,,2873.791015625,,
0,,9,,4091.91650390625,,
0,,10,,535.9151611328125,,
0,,11,,4150.1611328125,,
0,,12,,2830.54443359375,,
0,,13,,2846.310546875,,
0,,14,,394.017822265625,,
0,,15,,1771.830810546875,,
0,,16,,1507.3111572265625,,
0,,17,,1597.9390869140625,,
0,,18,,353.7559509277344,,
0,,19,,388.58795166015625,,
0,,20,,401.705322265625,,
0,,21,,2862.31396484375,,
0,,22,,1611.8848876953125,,
0,,23,,2899.9033203125,,
0,,24,,386.8061828613281,,
0,,25,,2849.140625,,
0,,26,,358.6134033203125,,
0,,27,,2837.97705078125,,
0,,28,,4119.6318359375,,
0,,29,,428.3128356933594,,
0,,30,,1604.180419921875,,
0,,31,,433.068603515625,,
0,,32,,1649.0950927734375,,
0,,33,,2898.41943359375,,
0,,34,,5377.71875,,
0,,35,,1505.7427978515625,,
0,,36,,349.7320556640625,,
0,,37,,5359.4638671875,,
0,,38,,1529.3699951171875,,
0,,39,,2897.089111328125,,
0,,40,,2871.77490234375,,
0,,41,,2819.490478515625,,
0,,42,,4120.7314453125,,
0,,43,,1598.8466796875,,
0,,44,,334.2535705566406,,
0,,45,,2870.64453125,,
0,,46,,387.00262451171875,,
0,,47,,4056.158203125,,
0,,48,,2890.65283203125,,
0,,49,,388.96356201171875,,
0,,50,,410.6732177734375,,
0,,51,,334.1788635253906,,
0,,52,,1618.24267578125,,
0,,53,,2945.859130859375,,
0,,54,,1567.248046875,,
0,,55,,1608.0594482421875,,
0,,56,,1633.324462890625,,
0,,57,,1703.337158203125,,
0,,58,,2830.5546875,,
0,,59,,1663.6561279296875,,
0,,60,,1743.7674560546875,,
0,,61,,1645.652099609375,,
0,,62,,1548.667236328125,,
0,,63,,1542.3095703125,,
0,,64,,4169.9697265625,,
0,,65,,1633.197265625,,
0,,66,,1632.3968505859375,,
0,,67,,2890.476318359375,,
0,,68,,4137.51416015625,,
0,,69,,2854.98193359375,,
0,,70,,2805.9208984375,,
0,,71,,373.03802490234375,,
0,,72,,2931.962890625,,
0,,73,,1573.0792236328125,,
0,,74,,1640.30517578125,,
0,,75,,1634.7950439453125,,
0,,76,,1532.978515625,,
0,,77,,1590.1329345703125,,
0,,78,,1572.3250732421875,,
0,,79,,355.12237548828125,,
0,,80,,2822.721923828125,,
0,,81,,4037.8466796875,,
0,,82,,1516.3995361328125,,
0,,83,,5389.98681640625,,
0,,84,,370.7438049316406,,
0,,85,,1598.19091796875,,
0,,86,,2781.890625,,
0,,87,,399.473876953125,,
0,,88,,417.2259216308594,,
0,,89,,1658.682373046875,,
0,,90,,2926.24365234375,,
0,,91,,4189.4072265625,,
0,,92,,1681.248779296875,,
0,,93,,2821.26123046875,,
0,,94,,307.68389892578125,,
0,,95,,1601.4195556640625,,
0,,96,,1647.5296630859375,,
0,,97,,1625.26123046875,,
0,,98,,2923.72705078125,,
0,,99,,2936.390625,,
0,,100,,318.517578125,,
0,,101,,1752.333740234375,,
0,,102,,327.725830078125,,
0,,103,,1605.14697265625,,
0,,104,,4205.2490234375,,
0,,105,,261.3680419921875,,
0,,106,,1635.033935546875,,
0,,107,,1639.22607421875,,
0,,108,,1609.1497802734375,,
0,,109,,1681.547119140625,,
0,,110,,1597.921630859375,,
0,,111,,331.55242919921875,,
0,,112,,2806.514892578125,,
0,,113,,5379.46435546875,,
0,,114,,2891.43798828125,,
0,,115,,2878.3173828125,,
0,,116,,308.2173156738281,,
0,,117,,2896.572021484375,,
0,,118,,1605.46728515625,,
0,,119,,2969.3232421875,,
0,,120,,2860.737548828125,,
0,,121,,309.8141174316406,,
0,,122,,1624.96630859375,,
0,,123,,6609.505859375,,
0,,124,,1558.2056884765625,,
0,,125,,1557.3212890625,,
0,,126,,1575.9732666015625,,
0,,127,,393.1800537109375,,
0,,128,,347.15972900390625,,
0,,129,,324.0362243652344,,
0,,130,,341.06744384765625,,
0,,131,,1591.2152099609375,,
0,,132,,1614.1551513671875,,
0,,133,,1585.159912109375,,
0,,134,,237.3337860107422,,
0,,135,,1661.080322265625,,
0,,136,,360.45599365234375,,
0,,137,,2978.272216796875,,
0,,138,,387.8442077636719,,
0,,139,,2875.11181640625,,
0,,140,,2826.467529296875,,
0,,141,,388.02093505859375,,
0,,142,,1568.7335205078125,,
0,,143,,253.1474151611328,,
0,,144,,1641.54052734375,,
0,,145,,274.9359436035156,,
0,,146,,363.57574462890625,,
0,,147,,1674.508056640625,,
0,,148,,2850.531005859375,,
0,,149,,376.5724182128906,,
0,,150,,1622.4173583984375,,
0,,151,,1635.2977294921875,,
0,,152,,1515.32666015625,,
0,,153,,1505.23876953125,,
0,,154,,336.7139892578125,,
0,,155,,355.34881591796875,,
0,,156,,2839.679931640625,,
0,,157,,5331.169921875,,
0,,158,,384.93756103515625,,
0,,159,,2839.8935546875,,
0,,160,,1611.348876953125,,
0,,161,,1503.6953125,,
0,,162,,4034.201416015625,,
0,,163,,6791.3671875,,
0,,164,,1625.6104736328125,,
0,,165,,1616.7681884765625,,
0,,166,,1517.02392578125,,
0,,167,,1515.331298828125,,
0,,168,,2792.724609375,,
0,,169,,276.028076171875,,
0,,170,,1593.0191650390625,,
0,,171,,2878.08349609375,,
0,,172,,2776.967041015625,,
0,,173,,2800.10546875,,
0,,174,,1549.71728515625,,
0,,175,,1556.982421875,,
0,,176,,1584.693115234375,,
0,,177,,1531.66552734375,,
0,,178,,312.61798095703125,,
0,,179,,1581.24951171875,,
0,,180,,2832.263427734375,,
0,,181,,1640.67041015625,,
0,,182,,1637.6904296875,,
0,,183,,1510.1207275390625,,
0,,184,,1534.1649169921875,,
0,,185,,2787.34521484375,,
0,,186,,1599.6405029296875,,
0,,187,,341.2833251953125,,
0,,188,,351.60064697265625,,
0,,189,,294.2125244140625,,
0,,190,,4156.6337890625,,
0,,191,,1597.0828857421875,,
0,,192,,269.56634521484375,,
0,,193,,282.0314636230469,,
0,,194,,269.19696044921875,,
0,,195,,1511.9859619140625,,
0,,196,,1566.044189453125,,
0,,197,,8023.84033203125,,
0,,198,,5507.404296875,,
0,,199,,238.58251953125,,
0,,200,,5422.326171875,,
0,,201,,2893.42578125,,
0,,202,,2799.4716796875,,
0,,203,,1624.988525390625,,
0,,204,,2894.845703125,,
0,,205,,4264.36279296875,,
0,,206,,1644.430908203125,,
0,,207,,280.54827880859375,,
0,,208,,1609.0467529296875,,
0,,209,,1572.107666015625,,
0,,210,,2886.763671875,,
0,,211,,2857.09521484375,,
0,,212,,292.8130187988281,,
0,,213,,2814.570556640625,,
0,,214,,2859.934814453125,,
0,,215,,1600.727783203125,,
0,,216,,1566.4332275390625,,
0,,217,,4143.50439453125,,
0,,218,,307.5519104003906,,
0,,219,,1561.8338623046875,,
0,,220,,231.10971069335938,,
0,,221,,1594.2603759765625,,
0,,222,,1618.35791015625,,
0,,223,,1620.8603515625,,
0,,224,,358.12115478515625,,
0,,225,,1556.40283203125,,
0,,226,,5399.52001953125,,
0,,227,,4113.98974609375,,
0,,228,,374.03411865234375,,
0,,229,,384.1861877441406,,
0,,230,,1578.1248779296875,,
0,,231,,4183.28662109375,,
0,,232,,2816.111328125,,
0,,233,,3106.118896484375,,
,,0,,,,1561.078369140625
,,1,,,,1547.319580078125
,,2,,,,362.649169921875
,,3,,,,248.56869506835938
,,4,,,,4206.2197265625
,,5,,,,2863.223876953125
,,6,,,,1590.09814453125
,,7,,,,1578.2691650390625
,,8,,,,1608.610107421875
,,9,,,,231.39889526367188
,,10,,,,2874.130859375
,,11,,,,359.3372802734375
,,12,,,,2849.2275390625
,,13,,,,4180.78125
,,14,,,,339.4686279296875
,,15,,,,305.60791015625
,,16,,,,1539.4521484375
,,17,,,,1617.043212890625
,,18,,,,345.7861328125
,,19,,,,4121.3369140625
,,20,,,,2888.494873046875
,,21,,,,2883.090576171875
,,22,,,,2923.0595703125
,,23,,,,266.10479736328125
,,24,,,,326.1084289550781
,,25,,,,2898.51611328125
,,26,,,,2856.53515625
,,27,,,,1727.1785888671875
,,28,,,,2803.44287109375
,,29,,,,317.43597412109375
,,30,,,,2965.804931640625
,,31,,,,1611.9918212890625
,,32,,,,1582.6517333984375
,,33,,,,1637.20751953125
,,34,,,,2864.3828125
,,35,,,,2917.719482421875
,,36,,,,233.74533081054688
,,37,,,,4152.2880859375
,,38,,,,1516.6551513671875
,,39,,,,1568.3548583984375
,,40,,,,1527.6363525390625
,,41,,,,1486.7242431640625
,,42,,,,2884.3193359375
,,43,,,,338.95245361328125
,,44,,,,277.740234375
,,45,,,,266.9690246582031
,,46,,,,1560.439697265625
,,47,,,,379.7406311035156
,,48,,,,245.27032470703125
,,49,,,,2755.457763671875
,,50,,,,2826.252685546875
,,51,,,,2874.88623046875
,,52,,,,2895.10693359375
,,53,,,,2855.11376953125
,,54,,,,244.1813507080078
,,55,,,,5427.876953125
,,56,,,,2925.78466796875
,,57,,,,285.4350280761719
,,58,,,,506.82550048828125
0,,233,,,1839.715087890625,
0,,233,1940.63720703125,,,
,0.0009997532801828658,234,,,,
1,,234,,1586.5760498046875,,
1,,235,,363.17578125,,
1,,236,,2876.545654296875,,
1,,237,,1513.69873046875,,
1,,238,,302.3802795410156,,
1,,239,,1589.05078125,,
1,,240,,1598.2523193359375,,
1,,241,,1590.05615234375,,
1,,242,,2858.22998046875,,
1,,243,,4125.8935546875,,
1,,244,,389.2654113769531,,
1,,245,,4176.826171875,,
1,,246,,2819.0673828125,,
1,,247,,2835.093017578125,,
1,,248,,278.43310546875,,
1,,249,,1685.18359375,,
1,,250,,1463.2110595703125,,
1,,251,,1540.43310546875,,
1,,252,,245.4937744140625,,
1,,253,,270.978515625,,
1,,254,,282.46539306640625,,
1,,255,,2850.88037109375,,
1,,256,,1548.595947265625,,
1,,257,,2882.461669921875,,
1,,258,,270.39569091796875,,
1,,259,,2836.861083984375,,
1,,260,,243.76394653320312,,
1,,261,,2826.15234375,,
1,,262,,4151.650390625,,
1,,263,,307.0845642089844,,
1,,264,,1542.072021484375,,
1,,265,,309.07135009765625,,
1,,266,,1579.8448486328125,,
1,,267,,2884.2265625,,
1,,268,,5462.73193359375,,
1,,269,,1468.5794677734375,,
1,,270,,245.38128662109375,,
1,,271,,5438.796875,,
1,,272,,1488.88330078125,,
1,,273,,2886.446533203125,,
1,,274,,2857.44140625,,
1,,275,,2817.11669921875,,
1,,276,,4158.83349609375,,
1,,277,,1539.75537109375,,
1,,278,,234.11512756347656,,
1,,279,,2857.388671875,,
1,,280,,271.81719970703125,,
1,,281,,4104.35693359375,,
1,,282,,2873.013671875,,
1,,283,,275.51873779296875,,
1,,284,,299.52410888671875,,
1,,285,,228.7089385986328,,
1,,286,,1556.247802734375,,
1,,287,,2918.806884765625,,
1,,288,,1517.9432373046875,,
1,,289,,1552.6710205078125,,
1,,290,,1567.8843994140625,,
1,,291,,1637.3310546875,,
1,,292,,2829.173095703125,,
1,,293,,1596.75732421875,,
1,,294,,1666.115478515625,,
1,,295,,1590.5615234375,,
1,,296,,1503.9866943359375,,
1,,297,,1494.34375,,
1,,298,,4196.29248046875,,
1,,299,,1571.34228515625,,
1,,300,,1575.3712158203125,,
1,,301,,2879.65185546875,,
1,,302,,4169.7060546875,,
1,,303,,2846.94189453125,,
1,,304,,2806.184814453125,,
1,,305,,266.86334228515625,,
1,,306,,2909.189208984375,,
1,,307,,1524.975341796875,,
1,,308,,1583.411376953125,,
1,,309,,1576.628662109375,,
1,,310,,1488.0745849609375,,
1,,311,,1538.9730224609375,,
1,,312,,1523.5350341796875,,
1,,313,,247.78482055664062,,
1,,314,,2818.09765625,,
1,,315,,4086.62548828125,,
1,,316,,1479.0771484375,,
1,,317,,5471.27587890625,,
1,,318,,271.4327087402344,,
1,,319,,1546.4658203125,,
1,,320,,2789.739013671875,,
1,,321,,292.4862365722656,,
1,,322,,304.8624267578125,,
1,,323,,1596.9697265625,,
1,,324,,2907.79638671875,,
1,,325,,4214.4384765625,,
1,,326,,1616.1865234375,,
1,,327,,2822.224609375,,
1,,328,,218.1976776123047,,
1,,329,,1551.43603515625,,
1,,330,,1588.0640869140625,,
1,,331,,1571.373046875,,
1,,332,,2910.70751953125,,
1,,333,,2917.302001953125,,
1,,334,,229.01138305664062,,
1,,335,,1676.944091796875,,
1,,336,,228.65988159179688,,
1,,337,,1556.689453125,,
1,,338,,4233.15625,,
1,,339,,180.10800170898438,,
1,,340,,1579.141357421875,,
1,,341,,1583.531494140625,,
1,,342,,1559.21240234375,,
1,,343,,1621.710693359375,,
1,,344,,1548.405029296875,,
1,,345,,236.6232147216797,,
1,,346,,2811.5966796875,,
1,,347,,5459.7841796875,,
1,,348,,2883.575927734375,,
1,,349,,2872.48779296875,,
1,,350,,218.62771606445312,,
1,,351,,2888.20458984375,,
1,,352,,1556.8468017578125,,
1,,353,,2955.626220703125,,
1,,354,,2858.558349609375,,
1,,355,,230.58889770507812,,
1,,356,,1574.158935546875,,
1,,357,,6738.888671875,,
1,,358,,1519.68505859375,,
1,,359,,1513.6397705078125,,
1,,360,,1533.1568603515625,,
1,,361,,292.617919921875,,
1,,362,,255.05393981933594,,
1,,363,,238.71253967285156,,
1,,364,,249.9147186279297,,
1,,365,,1548.0240478515625,,
1,,366,,1562.0174560546875,,
1,,367,,1542.0960693359375,,
1,,368,,163.12391662597656,,
1,,369,,1604.51220703125,,
1,,370,,265.179443359375,,
1,,371,,2955.65673828125,,
1,,372,,295.6380920410156,,
1,,373,,2870.255615234375,,
1,,374,,2829.228759765625,,
1,,375,,294.9931335449219,,
1,,376,,1522.10107421875,,
1,,377,,177.56588745117188,,
1,,378,,1584.22265625,,
1,,379,,198.19053649902344,,
1,,380,,270.16851806640625,,
1,,381,,1619.163818359375,,
1,,382,,2850.71435546875,,
1,,383,,281.660400390625,,
1,,384,,1566.926513671875,,
1,,385,,1581.29150390625,,
1,,386,,1483.20947265625,,
1,,387,,1476.80078125,,
1,,388,,245.8197021484375,,
1,,389,,265.96685791015625,,
1,,390,,2847.52783203125,,
1,,391,,5428.97802734375,,
1,,392,,287.163330078125,,
1,,393,,2843.355224609375,,
1,,394,,1567.7606201171875,,
1,,395,,1474.83544921875,,
1,,396,,4092.370361328125,,
1,,397,,6894.2705078125,,
1,,398,,1579.8243408203125,,
1,,399,,1566.7259521484375,,
1,,400,,1491.0665283203125,,
1,,401,,1486.5379638671875,,
1,,402,,2804.18310546875,,
1,,403,,199.4003143310547,,
1,,404,,1552.6778564453125,,
1,,405,,2875.00146484375,,
1,,406,,2791.008544921875,,
1,,407,,2811.7099609375,,
1,,408,,1512.553955078125,,
1,,409,,1521.0107421875,,
1,,410,,1542.6341552734375,,
1,,411,,1501.94189453125,,
1,,412,,231.5927734375,,
1,,413,,1550.610107421875,,
1,,414,,2835.292724609375,,
1,,415,,1592.26806640625,,
1,,416,,1591.78759765625,,
1,,417,,1480.266357421875,,
1,,418,,1502.6048583984375,,
1,,419,,2802.581298828125,,
1,,420,,1563.9742431640625,,
1,,421,,253.518310546875,,
1,,422,,269.4811096191406,,
1,,423,,217.23912048339844,,
1,,424,,4197.84375,,
1,,425,,1558.688720703125,,
1,,426,,197.706787109375,,
1,,427,,205.163330078125,,
1,,428,,202.31959533691406,,
1,,429,,1483.2203369140625,,
1,,430,,1530.7779541015625,,
1,,431,,8171.05859375,,
1,,432,,5574.994140625,,
1,,433,,171.27975463867188,,
1,,434,,5496.38525390625,,
1,,435,,2891.974609375,,
1,,436,,2810.258056640625,,
1,,437,,1585.779052734375,,
1,,438,,2892.777587890625,,
1,,439,,4284.681640625,,
1,,440,,1598.591064453125,,
1,,441,,213.6612091064453,,
1,,442,,1572.665283203125,,
1,,443,,1534.8121337890625,,
1,,444,,2885.391357421875,,
1,,445,,2859.07373046875,,
1,,446,,220.2699432373047,,
1,,447,,2820.9375,,
1,,448,,2861.538818359375,,
1,,449,,1562.6959228515625,,
1,,450,,1529.141357421875,,
1,,451,,4180.83642578125,,
1,,452,,227.3330078125,,
1,,453,,1530.9056396484375,,
1,,454,,169.10848999023438,,
1,,455,,1555.769287109375,,
1,,456,,1579.3228759765625,,
1,,457,,1578.6600341796875,,
1,,458,,276.8182373046875,,
1,,459,,1524.077392578125,,
1,,460,,5477.7783203125,,
1,,461,,4158.72265625,,
1,,462,,288.6478271484375,,
1,,463,,302.7196044921875,,
1,,464,,1540.126953125,,
1,,465,,4216.08203125,,
1,,466,,2827.86279296875,,
1,,467,,3102.427734375,,
,,59,,,,1526.55419921875
,,60,,,,1516.2779541015625
,,61,,,,289.19573974609375
,,62,,,,183.32080078125
,,63,,,,4234.49462890625
,,64,,,,2869.0166015625
,,65,,,,1553.961669921875
,,66,,,,1539.9908447265625
,,67,,,,1567.7037353515625
,,68,,,,171.7678985595703
,,69,,,,2875.442626953125
,,70,,,,279.7358093261719
,,71,,,,2855.4921875
,,72,,,,4216.857421875
,,73,,,,260.78765869140625
,,74,,,,231.96774291992188
,,75,,,,1512.0123291015625
,,76,,,,1576.5860595703125
,,77,,,,270.5666809082031
,,78,,,,4163.7080078125
,,79,,,,2886.307861328125
,,80,,,,2884.802978515625
,,81,,,,2916.033203125
,,82,,,,206.47286987304688
,,83,,,,252.22567749023438
,,84,,,,2895.28955078125
,,85,,,,2858.435791015625
,,86,,,,1669.2738037109375
,,87,,,,2814.736328125
,,88,,,,239.60643005371094
,,89,,,,2957.828125
,,90,,,,1575.993408203125
,,91,,,,1550.54541015625
,,92,,,,1596.490478515625
,,93,,,,2865.781982421875
,,94,,,,2912.64111328125
,,95,,,,175.4857177734375
,,96,,,,4194.2958984375
,,97,,,,1489.823486328125
,,98,,,,1535.7662353515625
,,99,,,,1499.4539794921875
,,100,,,,1472.4482421875
,,101,,,,2881.7158203125
,,102,,,,256.8629455566406
,,103,,,,206.50326538085938
,,104,,,,198.8961944580078
,,105,,,,1528.547607421875
,,106,,,,290.61383056640625
,,107,,,,180.79078674316406
,,108,,,,2774.46826171875
,,109,,,,2834.60205078125
,,110,,,,2876.914306640625
,,111,,,,2894.04248046875
,,112,,,,2858.65869140625
,,113,,,,180.78512573242188
,,114,,,,5500.5419921875
,,115,,,,2923.149658203125
,,116,,,,214.4405517578125
,,117,,,,402.6658020019531
1,,467,,,1811.8302001953125,
1,,467,1902.232177734375,,,
,0.0009990133642141358,468,,,,
2,,468,,1551.0850830078125,,
2,,469,,279.3687744140625,,
2,,470,,2878.028076171875,,
2,,471,,1487.5369873046875,,
2,,472,,232.42042541503906,,
2,,473,,1556.8084716796875,,
2,,474,,1559.947998046875,,
2,,475,,1562.399658203125,,
2,,476,,2864.01708984375,,
2,,477,,4165.029296875,,
2,,478,,301.7353515625,,
